seq	xt	in_code	name
0x33b	0x000465ac	1	"NODUP-SER-REN
0x35d	0x0004663c	0	B/WIN32_FILE_ATTRIBUTE_DATA
0x35e	0x00046644	0	GETFILEEXINFOSTANDARD
0x360	0x0004664c	1	%GETFILEATTRIBUTESEX
0x36d	0x000466ec	1	FAST-"GET-FILE-SIZE
0x378	0x00046738	1	"GET-FILE-SIZE
0x386	0x000467b0	1	FILE-ATTRIB
0x3a5	0x00046830	0	BY_HANDLE_FILE_INFORMATION
0x3a7	0x00046868	1	FILE-LASTWRITETIME
0x3b4	0x00046904	1	"GET-FILE-DATE
0x3ca	0x000469a4	1	"GET-FILE-SIZE&DATE
0x3d0	0x000469d4	1	XMOVEFILE
0x3ee	0x00046ad4	1	"READFILE
0x3fb	0x00046b70	1	"WRITEFILE
0x40d	0x00046c20	1	"COPYFILE
0x41c	0x00046ce4	1	"APPENDFILE
0x42d	0x00046da0	1	"SAVEFILE
0x43a	0x00046e30	1	"CREATE-EMPTYFILE
0x45e	0x00046e5c	1	COPYFILE
0x46d	0x00046efc	0	TRASH-DEL?
0x46f	0x00046f0c	0	TRASH-DIR
0x471	0x00047010	0	SHFILEOPSTRUCT
0x473	0x00047034	1	RECYCLE-DEL
0x480	0x00047128	0	IN-TRASH-DIR?
0x482	0x00047138	1	TEST-IN-TRASH-DIR?
0x48d	0x000471d0	1	TRASH-DEL
0x4cc	0x00047244	0	WINDOWSDIR
0x4cd	0x00047348	1	GETWINDOWSDIR
0x4d4	0x000473c4	1	+WINDOWSDIR
0x4db	0x0004741c	0	CFGDIR
0x4dd	0x0004742c	1	INIT-CFGDIR
0x4e5	0x00047464	1	+CFGDIR
0x500	0x0004754c	0	COMPARE-FILE-CONTENT-FILESIZE
0x502	0x0004757c	0	COMPARE-REAL-FILE-CONTENT-ONLY?
0x511	0x000475d8	1	%COMPARE-FILE-CONTENT
0x56b	0x00047a78	1	COMPARE-FILE-CONTENT
0x57a	0x00047b38	1	COMPARE-FILE-CONTENTW
0x588	0x00047bf8	1	COMPARE-REAL-FILE-CONTENT
0x59e	0x00047c34	1	"WRITE-PROTECT?
0x5af	0x00047d24	1	CURRENT-DIR-WRITE-PROTECT?
0x5b5	0x00047d6c	1	"CD
0x5ba	0x00047db0	1	READ-LINE
0x2	0x00047ed8	1	%DLL-CALL
0x9	0x00047ef0	0	DLL
0xb	0x00047f2c	0	DLL-NAME
0xc	0x00047f3c	0	DLL-HINST
0x13	0x00047f80	0	CHANGEDLLNAME:
0x18	0x00047fa4	0	LOAD:
0x38	0x00048180	0	GETCALLADDRESS:
0x4b	0x00048244	0	CALL:
0x64	0x00048348	0	FREE:
0x3	0x000483ac	0	FONT1
0xb	0x00048420	0	GET-SIZE:
0xe	0x00048448	0	FONT
0x11	0x00048484	0	CVIEWFONT
0x12	0x00048490	0	CVIEWFONT1018
0x13	0x000484a0	0	CVIEWFONT1224
0x15	0x000484b0	0	FDFONT
0x16	0x00048500	0	SMALL-FDFONT
0x19	0x00048550	1	CREATE-SMALL-FDFONT
0x23	0x000485ec	1	DEFAULT-FDFONT
0x2b	0x00048688	1	DEFAULT-FDFONT1
0x3a	0x00048740	0	FONTEXIST-BUF
0x3b	0x000487c4	0	%FONTEXIST?
0x3d	0x00048828	0	&FONTEXISTFONTFUNC
0x3d	0x00048830	1	FONTEXISTFONTFUNC
0x47	0x000488b0	1	"FONTEXIST?
0x54	0x00048910	1	?ADDCVIEWFONT
0x2	0x00048a04	1	GETTEXTEXTENTW
0xe	0x00048ab0	1	STKINIT
0x10	0x00048ac8	0	STK-CHECK?
0x12	0x00048ad0	1	"STKCHECK
0x29	0x00048bbc	0	WM_PAINTING?
0x1c	0x00048bcc	0	>NOTIFYICONDATA.CBSIZE
0x1d	0x00048bd4	0	>NOTIFYICONDATA.HWND
0x1e	0x00048bdc	0	>NOTIFYICONDATA.UID
0x1f	0x00048be4	0	>NOTIFYICONDATA.UFLAGS
0x20	0x00048bec	0	>NOTIFYICONDATA.UCALLBACKMESSAGE
0x21	0x00048bf4	0	>NOTIFYICONDATA.HICON
0x22	0x00048bfc	0	>NOTIFYICONDATA.SZTIP
0x23	0x00048c04	0	B/NOTIFYICONDATA
0x37	0x00048c0c	1	ADD-NOTIFYICON
0x54	0x00048dc8	1	DELETE-NOTIFYICON
0x2d	0x00048e48	0	NOTIFYICONMSG
0x2f	0x00048e50	0	WINDOW1
0x3d	0x00048eb0	0	MAXIMIZE?
0x3e	0x00048ec0	0	NOTIFYICONDATA
0x3f	0x00048ed0	0	NOTIFYICONING?
0x40	0x00048ee0	0	NOTIFYICON-RBUTTON-FUNC
0x4d	0x00048f48	0	ZOOMED?:
0x4f	0x00048f90	0	BUSY?
0x51	0x00048fa0	0	BUSY-ON:
0x52	0x00048fd0	0	BUSY-OFF:
0x54	0x00049000	1	GET-DROPFILES-CNT
0x5d	0x0004905c	1	GET-1-DROPFILE-B
0x68	0x000490b4	0	DO-DROPFILE
0x6a	0x000490c4	0	SET-DO-DROPFILE:
0x6c	0x000490ec	0	ON_BEGIN-DROPFILE:
0x6d	0x0004910c	0	ON_END-DROPFILE:
0x6e	0x0004912c	0	MAX-DROPFILE:
0x70	0x00049150	0	ON_DROPFILE:
0x72	0x00049170	0	WM_DROPFILES
0x9e	0x00049328	0	RESTORE:
0x9f	0x0004935c	0	MAXIMIZE:
0xa0	0x00049390	0	MINIMIZE:
0xa2	0x000493c4	0	HIDE:
0xa7	0x00049410	0	%UNHIDE:
0xb1	0x00049498	0	UNHIDE:
0xb5	0x000494cc	0	ALLOW-NOTIFYICON?:
0xb7	0x000494f0	0	NOTIFYICON-TIP:
0xb9	0x00049528	0	NOTIFYICONING?:
0xbb	0x00049550	0	"ADD-NOTIFYICON:
0xc6	0x000495b0	0	ADD-NOTIFYICON:
0xce	0x00049608	0	DELETE-NOTIFYICON:
0xd5	0x00049658	0	WM_SYSCOMMAND
0xe1	0x000496f0	0	DOCK:
0xea	0x00049750	0	UNDOCK:
0xf0	0x00049790	0	NOTIFYICONMSG
0x123	0x000498f0	0	GETTITLE:
0x127	0x00049940	0	ICON-FILENAME
0x132	0x0004998c	0	ZLOADICON:
0x141	0x00049a38	0	LOADICON:
0x149	0x00049aa0	0	ICON:
0x14e	0x00049ac8	1	DEFAULT-WINDOW-CLASS
0x15e	0x00049b94	1	REGISTER-THE-CLASS
0x161	0x00049bc0	1	REGISTER-FRAME-WINDOW
0x165	0x00049bdc	1	CREATE-FRAME-WINDOW
0x18e	0x00049dc4	0	WINDOW
0x1a0	0x00049e00	0	CHILD-WINDOW1
0x1bb	0x00049f1c	0	CHILD-WINDOW
0x1be	0x00049f58	0	CV-BG
0x1bf	0x00049f68	0	CV-FG
0x1c1	0x00049f78	0	WINTYPE-CHILD-WINDOW
0x1	0x00049fb4	0	WINTYPEY0
0x2	0x00049fc4	0	WINTYPEX0
0x3	0x00049fd4	0	WINX
0x4	0x00049fe4	0	WINY
0x5	0x00049ff4	0	WINXSIZE
0x6	0x0004a004	0	WINYSIZE
0x8	0x0004a014	0	WINTYPE-REALX
0xa	0x0004a024	0	WINTYPEFG
0xb	0x0004a034	0	WINTYPEBG
0xd	0x0004a044	0	WINTYPE-CP
0xf	0x0004a054	0	WINTYPEBASE
0x10	0x0004a064	0	WINTYPE-ENG?
0x12	0x0004a074	0	WINTYPE-N
0x14	0x0004a084	0	WINTYPE-OUTPUTHEIGHT-OFFSET
0x15	0x0004a094	0	WINTYPE-OUTPUTWIDTH
0x17	0x0004a0a4	0	DRAWYBASE?
0x19	0x0004a0b4	0	WINTYPE-UNI?
0x1b	0x0004a0c4	0	WINTYPE-UNDERLINE?
0x1d	0x0004a0d4	0	DBCS-WINTYPE?
0x1f	0x0004a0e4	0	WINTYPE-XSPACE
0x21	0x0004a0f4	0	WINTYPE-TRANSPARENT?
0x23	0x0004a104	1	STOP-WINTYPE?
0x2a	0x0004a15c	1	SETCOLOR
0x30	0x0004a1a4	1	SETFG
0x31	0x0004a1d0	1	SETBG
0x34	0x0004a1fc	1	WINAT
0x36	0x0004a21c	1	RAW-WINTYPE
0xe3	0x0004a834	1	WINCR
0xe4	0x0004a858	1	-WINCR
0xe6	0x0004a88c	1	WINSPACES
0xf4	0x0004a954	1	WINSPACE
0xf6	0x0004a970	1	WINBAR
0x101	0x0004aa24	1	POINT-WINBAR
0x10c	0x0004aadc	0	WINTYPE-CHIBUF
0x10e	0x0004abe0	1	FLUSH-WINTYPE-CHIBUF
0x117	0x0004ac28	1	>WINTYPE-CHIBUF
0x11d	0x0004ac60	1	ENG-WINTYPE
0x131	0x0004ad34	1	WEMIT
0x135	0x0004ad58	0	WINTYPE-DBCS-FONT
0x138	0x0004ad74	0	WINTYPEBUF-TYPE
0x139	0x0004ad84	0	WINTYPEBUF
0x13b	0x0004ae88	1	FLUSH-WINTYPEBUF
0x14d	0x0004af30	1	">WINTYPEBUF
0x160	0x0004afb0	0	DBCS-FACENAME
0x162	0x0004afc0	1	SET-DBCS-FACENAME
0x166	0x0004afdc	1	CREATE-DBCS-FONT
0x17e	0x0004b0cc	1	%UNI-WINTYPE
0x18a	0x0004b148	1	UNI-WINTYPE
0x196	0x0004b1c0	1	NO-CREATE-FONT-DBCS-WINTYPE
0x1b5	0x0004b2e0	1	%DBCS-WINTYPE
0x1ba	0x0004b2fc	1	DBCS-WINTYPE
0x1c1	0x0004b330	1	BIG5-WINTYPE
0x1e2	0x0004b43c	1	WINTYPE
0x219	0x0004b514	1	CP-WINTYPE
0x220	0x0004b550	1	WINEEOL
0x22b	0x0004b5f4	1	SCREEOL
0x234	0x0004b680	1	SETWINTYPESIZE
0x238	0x0004b6a0	1	WINCLS
0x23f	0x0004b6fc	1	WINTYPE-DRAW-UNDERLINE
0x248	0x0004b758	1	WINTYPE-DRAW-TOPLINE
0x251	0x0004b7b4	1	%WINTYPE-DRAW-MIDLINE
0x25b	0x0004b824	1	WINTYPE-DRAW-MIDLINE
0x25d	0x0004b844	1	SETWINTYPEFONT
0x261	0x0004b874	1	DBCS-WINTYPE-ON
0x262	0x0004b890	1	DBCS-WINTYPE-OFF
0x264	0x0004b8ac	1	WINTYPE-INIT
0x27d	0x0004b980	1	WINTYPE-QUIT
0x284	0x0004b9a0	0	PAGE2-DC
0x285	0x0004b9bc	0	OLD-DC
0x286	0x0004b9cc	0	PAGE2-BITMAP
0x287	0x0004b9dc	1	WINTYPE-PAGE2-INIT
0x293	0x0004ba98	1	WINTYPE-PAGE2-QUIT
0x2a5	0x0004bb60	1	W(.")
0x2ab	0x0004bbb4	1	W.
0x2	0x0004bbd0	0	ANSIFLASH?
0x3	0x0004bbe0	0	ANSIHILIGHT?
0x4	0x0004bbf0	0	ANSIFG
0x5	0x0004bc00	0	ANSIBG
0x6	0x0004bc10	0	ANSI-CLS-ENABLE?
0x13	0x0004bc20	0	ANSICOLORTBL
0x19	0x0004bc64	1	ANSI-INIT
0x21	0x0004bcac	0	ANSI-ADR
0x22	0x0004bcbc	0	ANSI-CNT
0x23	0x0004bccc	0	ANSI-OUT-BUF
0x24	0x0004bccc	0	ANSI-CODE-BUF
0x26	0x0004bdd8	1	>ANSI-OUT-BUF
0x2a	0x0004be00	1	SETANSICOLOR
0x2f	0x0004be6c	1	TYPE-ANSI-OUT-BUF
0x38	0x0004be9c	1	ANSI-GETC
0x46	0x0004beec	1	ANSI-J
0x4f	0x0004bf60	0	GETANSI-TMP
0x51	0x0004bf6c	1	GETANSI-N1
0x59	0x0004bfe4	1	ANSI-C
0x5d	0x0004c014	1	ANSI-M
0x81	0x0004c184	1	ANSI-K
0x83	0x0004c1b4	1	DO-ANSI
0x9f	0x0004c288	1	ANSITYPE
0x1c5	0x0004c3a8	1	>CVCOLOR
0x1db	0x0004c430	0	WINTYPE-WINDOW
0x1	0x0004c46c	0	WINTYPEY0
0x2	0x0004c47c	0	WINTYPEX0
0x3	0x0004c48c	0	WINX
0x4	0x0004c49c	0	WINY
0x5	0x0004c4ac	0	WINXSIZE
0x6	0x0004c4bc	0	WINYSIZE
0x8	0x0004c4cc	0	WINTYPE-REALX
0xa	0x0004c4dc	0	WINTYPEFG
0xb	0x0004c4ec	0	WINTYPEBG
0xd	0x0004c4fc	0	WINTYPE-CP
0xf	0x0004c50c	0	WINTYPEBASE
0x10	0x0004c51c	0	WINTYPE-ENG?
0x12	0x0004c52c	0	WINTYPE-N
0x14	0x0004c53c	0	WINTYPE-OUTPUTHEIGHT-OFFSET
0x15	0x0004c54c	0	WINTYPE-OUTPUTWIDTH
0x17	0x0004c55c	0	DRAWYBASE?
0x19	0x0004c56c	0	WINTYPE-UNI?
0x1b	0x0004c57c	0	WINTYPE-UNDERLINE?
0x1d	0x0004c58c	0	DBCS-WINTYPE?
0x1f	0x0004c59c	0	WINTYPE-XSPACE
0x21	0x0004c5ac	0	WINTYPE-TRANSPARENT?
0x23	0x0004c5bc	1	STOP-WINTYPE?
0x2a	0x0004c614	1	SETCOLOR
0x30	0x0004c65c	1	SETFG
0x31	0x0004c688	1	SETBG
0x34	0x0004c6b4	1	WINAT
0x36	0x0004c6d4	1	RAW-WINTYPE
0xe3	0x0004cca8	1	WINCR
0xe4	0x0004cccc	1	-WINCR
0xe6	0x0004cd00	1	WINSPACES
0xf4	0x0004cdc8	1	WINSPACE
0xf6	0x0004cde4	1	WINBAR
0x101	0x0004ce98	1	POINT-WINBAR
0x10c	0x0004cf50	0	WINTYPE-CHIBUF
0x10e	0x0004d054	1	FLUSH-WINTYPE-CHIBUF
0x117	0x0004d09c	1	>WINTYPE-CHIBUF
0x11d	0x0004d0d4	1	ENG-WINTYPE
0x131	0x0004d1a8	1	WEMIT
0x138	0x0004d1e0	0	WINTYPEBUF-TYPE
0x139	0x0004d1f0	0	WINTYPEBUF
0x13b	0x0004d2f4	1	FLUSH-WINTYPEBUF
0x14d	0x0004d39c	1	">WINTYPEBUF
0x160	0x0004d41c	0	DBCS-FACENAME
0x162	0x0004d42c	1	SET-DBCS-FACENAME
0x166	0x0004d448	1	CREATE-DBCS-FONT
0x17e	0x0004d538	1	%UNI-WINTYPE
0x18a	0x0004d5b4	1	UNI-WINTYPE
0x196	0x0004d62c	1	NO-CREATE-FONT-DBCS-WINTYPE
0x1b5	0x0004d74c	1	%DBCS-WINTYPE
0x1ba	0x0004d768	1	DBCS-WINTYPE
0x1c1	0x0004d79c	1	BIG5-WINTYPE
0x1e2	0x0004d8a8	1	WINTYPE
0x219	0x0004d980	1	CP-WINTYPE
0x220	0x0004d9bc	1	WINEEOL
0x22b	0x0004da60	1	SCREEOL
0x234	0x0004daec	1	SETWINTYPESIZE
0x238	0x0004db0c	1	WINCLS
0x23f	0x0004db68	1	WINTYPE-DRAW-UNDERLINE
0x248	0x0004dbc4	1	WINTYPE-DRAW-TOPLINE
0x251	0x0004dc20	1	%WINTYPE-DRAW-MIDLINE
0x25b	0x0004dc90	1	WINTYPE-DRAW-MIDLINE
0x25d	0x0004dcb0	1	SETWINTYPEFONT
0x261	0x0004dce0	1	DBCS-WINTYPE-ON
0x262	0x0004dcfc	1	DBCS-WINTYPE-OFF
0x264	0x0004dd18	1	WINTYPE-INIT
0x27d	0x0004ddec	1	WINTYPE-QUIT
0x285	0x0004de20	0	OLD-DC
0x286	0x0004de30	0	PAGE2-BITMAP
0x287	0x0004de40	1	WINTYPE-PAGE2-INIT
0x293	0x0004defc	1	WINTYPE-PAGE2-QUIT
0x2a5	0x0004dfc4	1	W(.")
0x2ab	0x0004e018	1	W.
0x2	0x0004e034	0	ANSIFLASH?
0x3	0x0004e044	0	ANSIHILIGHT?
0x4	0x0004e054	0	ANSIFG
0x5	0x0004e064	0	ANSIBG
0x6	0x0004e074	0	ANSI-CLS-ENABLE?
0x13	0x0004e084	0	ANSICOLORTBL
0x19	0x0004e0c8	1	ANSI-INIT
0x21	0x0004e110	0	ANSI-ADR
0x22	0x0004e120	0	ANSI-CNT
0x23	0x0004e130	0	ANSI-OUT-BUF
0x24	0x0004e130	0	ANSI-CODE-BUF
0x26	0x0004e23c	1	>ANSI-OUT-BUF
0x2a	0x0004e264	1	SETANSICOLOR
0x2f	0x0004e2d0	1	TYPE-ANSI-OUT-BUF
0x38	0x0004e300	1	ANSI-GETC
0x46	0x0004e350	1	ANSI-J
0x4f	0x0004e3c4	0	GETANSI-TMP
0x51	0x0004e3d0	1	GETANSI-N1
0x59	0x0004e448	1	ANSI-C
0x5d	0x0004e478	1	ANSI-M
0x81	0x0004e5e8	1	ANSI-K
0x83	0x0004e618	1	DO-ANSI
0x9f	0x0004e6ec	1	ANSITYPE
0x1df	0x0004e80c	1	>CVCOLOR
0x1f0	0x0004e890	0	POPUP-CHILD-WINDOW
0x2c	0x0004e9a8	0	LCCW?
0x2d	0x0004e9b8	1	TEST-LCCW?
0xe	0x0004e9f0	1	>LCC-DEBUG-LOG
0x1d	0x0004ea80	1	LCC-DEBUG-EMIT
0x21	0x0004eaa8	1	LCC-DEBUG-TYPE
0x25	0x0004eac8	1	LCC-DEBUG-CR
0x29	0x0004eaf4	1	LCC-DEBUG-IO
0x33	0x0004eb34	0	.APP-VERSION
0x35	0x0004eb44	1	LCC-_DEFAULT-HELLO
0x31	0x0004eca0	1	CLOSE-HANDLE
0x38	0x0004ecc4	0	PERFORMANCEFREQUENCY/1000
0x3a	0x0004ecd4	1	MS@2
0x45	0x0004ed74	1	MS@-INIT
0x9c	0x0004eea8	1	WIN-BEEP
0xa3	0x0004eee8	0	?WINPAUSE-MS-CNT
0xa5	0x0004eef8	1	%?WINPAUSE
0xab	0x0004ef58	1	?WINPAUSE
0xb7	0x0004ef74	1	SAFE-KEY?
0xc1	0x0004f018	1	%?KEY?
0xc9	0x0004f08c	1	?KEY?
0xcc	0x0004f0a8	1	CALL-MESSAGEBOX
0xdd	0x0004f1ac	1	Z"YES/NO?
0xe6	0x0004f204	1	%Z"YES/NO/CANCEL?
0xf5	0x0004f294	1	Z"YES/NO/CANCEL?
0xfa	0x0004f2b0	0	ERRORBOX-PARENT
0xfc	0x0004f2c0	1	ERRORBOX
0x110	0x0004f354	1	ERRORBOXW
0x120	0x0004f400	0	SPINNER-CNT
0x121	0x0004f410	0	SPINNER-CHARS
0x122	0x0004f41c	1	(.SPINNER)
0x128	0x0004f458	1	.SPINNER
0x12f	0x0004f490	0	CVMENU?
0x131	0x0004f4a0	0	FILETYPE-TMP
0x132	0x0004f5a4	0	$FILEEXT
0x133	0x0004f6a8	0	FILETYPEADR
0x134	0x0004f6b8	1	%FILETYPE
0x14e	0x0004f82c	0	$FILEEXT1
0x150	0x0004f874	1	">FILEEXT
0x17d	0x0004f968	1	"=FILEEXT?
0x17f	0x0004f98c	1	$IN-EXTS?
0x181	0x0004f9bc	0	ARC-EXTS
0x183	0x0004fa08	1	FILEEXT=ARC?
0x185	0x0004fa24	0	MOV-EXTS
0x187	0x0004fa8c	1	FILEEXT=MOV?
0x189	0x0004faa8	0	PIC-EXTS
0x18b	0x0004fb08	1	FILEEXT=PIC?
0x18d	0x0004fb24	0	BIN-EXTS
0x18f	0x0004fb3c	1	FILEEXT=BIN?
0x191	0x0004fb58	0	HTML-EXTS
0x193	0x0004fb74	1	FILEEXT=HTML?
0x195	0x0004fb90	0	TABS-VALUE
0x197	0x0004fba0	0	TABBUF
0x198	0x0004fbb0	0	TABBUF-LEN
0x199	0x0004fbc0	0	TABBUF-MAX
0x19a	0x0004fbd0	1	"EXPANDTAB
0x1b5	0x0004fcf4	1	TAB7
0x1c0	0x0004fda0	1	2TAB
0x1e4	0x0004ff38	0	SCROLLINFO
0x1ee	0x0004ff58	1	SETSCROLLINFO
0x1fa	0x0004ffe0	1	SETYSCROLL
0x1fe	0x00050044	1	SETXSCROLL
0x202	0x0005008c	1	ADJ-LONGSCROLL
0x20d	0x000500e0	0	SCROLLING?
0x217	0x000500f0	0	RED
0x21c	0x00050114	0	DIR-GREEN
0x21f	0x00050138	0	INKGREEN
0x221	0x0005015c	0	MILDGREEN
0x227	0x00050180	0	MILDYELLOW
0x228	0x000501a4	0	GOOSEYELLOW
0x22e	0x000501c8	0	MILDMAGENTA
0x232	0x000501ec	0	MILDCYAN
0x237	0x00050210	0	LTGRAY
0x238	0x00050234	0	LTGRAY1
0x23a	0x00050258	0	MILDWHITE
0x23b	0x0005027c	0	NEWWHITE
0x23d	0x000502a0	0	TOOLGRAY
0x241	0x000502c4	0	PURPLE
0x242	0x000502e8	0	LTPURPLE
0x244	0x0005030c	0	ORANGE
0x245	0x00050330	0	LTORANGE
0x24a	0x00050354	0	BLUEGREEN
0x24b	0x00050378	0	LTBLUEGREEN
0x250	0x0005039c	0	STARTUPINFO1
0x26a	0x000503e4	0	PROCINFO1
0x272	0x000503f8	1	ZEXEC1
0x28c	0x00050464	0	CV-START-X
0x28d	0x00050474	0	CV-START-Y
0x28e	0x00050484	0	CV-STARTXSIZE
0x28f	0x00050494	0	CV-STARTYSIZE
0x290	0x000504a4	0	XOFFSET
0x292	0x000504b4	0	EXEC.EXE?
0x294	0x000504c4	0	WAITEXEC-PAUSE?
0x296	0x000504d4	1	WAITEXEC
0x2cf	0x00050854	0	UD,.BUF
0x2d1	0x00050958	1	(UD,.R)
0x2da	0x000509dc	1	(U.R)
0x2e4	0x00050a74	1	(.R)
0x2ed	0x00050af8	0	.##BUF
0x2ee	0x00050b00	1	(.##)
0x2ef	0x00050b44	0	.DATEBUF
0x2f0	0x00050b58	1	(.DATE)
0x2f7	0x00050b44	0	.TIMEBUF
0x2f8	0x00050be8	1	(.TIME)
0x307	0x00050cbc	0	MOUSEDOWN?
0x30d	0x00050d08	0	BROWSEINFO
0x30e	0x00050d18	0	HWNDOWNER
0x30f	0x00050d28	0	PIDLROOT
0x310	0x00050d38	0	PSZDISPLAYNAME
0x311	0x00050d48	0	LPSZTITLE
0x312	0x00050d58	0	ULFLAGS
0x313	0x00050d68	0	LPFN
0x314	0x00050d78	0	LPARAM
0x315	0x00050d88	0	IIMAGE
0x30c	0x00050e40	0	BROWSEINFO
0x326	0x00050e68	0	BFFM_INITIALIZED
0x327	0x00050e70	0	BFFM_SETSELECTIONA
0x32a	0x00050ecc	0	&BROWSECALLBACKPROC
0x32a	0x00050ed4	1	BROWSECALLBACKPROC
0x330	0x00050f44	1	BROWSPATH
0x34b	0x0005108c	1	THROWCRLF
0x361	0x000510c0	0	BUFFERFILE
0x363	0x000510fc	0	BUFFERFILE-HANDLE
0x364	0x0005110c	0	BUFFERFILE-BLEN
0x365	0x0005111c	0	BUFFERFILE-BUF
0x378	0x000511bc	0	FLUSH:
0x381	0x00051214	0	WRITE:
0x393	0x000512cc	0	C-WRITE:
0x39a	0x00051330	0	WRITELINE:
0x39b	0x0005137c	0	WRITELFLINE:
0x3ad	0x00051434	1	FIRST"=
0x1	0x00051468	0	MSGFONT
0x3	0x000514b8	0	MSGBOXBUTTON-TEXT
0x6	0x000514d0	0	MSGBOX-P
0x8	0x000514e8	0	MSGBOXBAR?
0xa	0x000514f8	0	MSGBOX-ALLOW-BREAK?
0xc	0x00051508	0	MSGBOX-PMAX
0xe	0x00051520	0	MSGBOX-START-MS
0x10	0x00051530	1	(MS.HMS)
0x6	0x00051644	0	PROGRESS-WINDOW
0x8	0x00051680	0	PROGRESS-TOTAL
0x9	0x00051698	0	PROGRESS-CURRENT
0xb	0x000516b0	0	PROGRESS-BAR-BG:
0xc	0x000516d4	0	PROGRESS-FG:
0xe	0x000516f8	1	.PROGRESS-WINDOW
0x23	0x00051b3c	0	MSGBOXBAR
0x39	0x00051f4c	0	MSGBOXBUTTON?
0x3b	0x00051f5c	0	MSGBOXBUTTON
0x3d	0x000520a8	0	MSGBOXBUF
0x3e	0x000521ac	0	MSGBOXBUF2
0x3f	0x000522b0	0	MSGBOXBUF3
0x41	0x000523b4	0	MSGBOX-FG
0x42	0x000523c4	0	MSGBOX-BG
0x44	0x000523d4	1	MSGBOXCOLOR
0x46	0x000523f4	0	MSGBOX-MY
0x49	0x00052404	1	MSGBOX-CHAR-HEIGHT
0x4e	0x00052428	0	MSGBOX-TITLE
0x52	0x0005246c	0	TOP-MSGBOX?
0x54	0x0005247c	1	TOP-MSGBOX
0xe5	0x00052af0	1	MSGBOX.PROGRESS
0x56	0x00052bf4	0	MSGBOX
0x102	0x00053004	1	>MSGBOX-TITLE
0x10b	0x0005306c	1	%>MSGBOX
0x10d	0x00053098	1	?PAINTMSGBOX
0x10f	0x000530d8	1	+>MSGBOX
0x111	0x000530f8	1	>MSGBOX
0x113	0x00053118	1	%>MSGBOX2
0x114	0x00053144	1	>MSGBOX2
0x116	0x00053160	1	+>MSGBOX2
0x118	0x00053180	1	%>MSGBOX3
0x119	0x000531ac	1	>MSGBOX3
0x11b	0x000531c8	1	+>MSGBOX3
0x11d	0x000531e8	1	100>MSGBOX
0x11f	0x00053218	1	>MSGBOXTITLE
0x121	0x00053238	1	>MSGBOXBUTTON-TEXT
0x3b6	0x00053260	0	"CHAR
0x3b8	0x00053268	0	ADD"CHAR-BUF
0x3b9	0x00053374	1	ADD"CHAR
0x3c1	0x000533dc	0	DEF-DIR.DOC
0x3c2	0x000534e0	0	DIR.DOC-LIST
0x3c4	0x00053514	0	COPYREMTO-HANDLE
0x3c5	0x00053524	0	COPYREMTO-BUF
0x3c6	0x00053630	0	COPYTOBUF
0x3c7	0x0005373c	0	COPYREMTO-TARGET
0x3c9	0x00053840	1	"COPYTOREMEXIST?
0x3d4	0x00053894	1	GETCOPYREMTODIR.DOC
0x3e2	0x00053918	0	'"'STRING
0x3e4	0x00053920	1	"COPYREMTO
0x437	0x00053b28	1	GET\FILENAME
0x43f	0x00053b6c	1	STRDEL
0x44d	0x00053c58	0	HISSTR
0x44f	0x00053c94	0	HISSTRBLEN
0x451	0x00053c9c	0	#HISSTR
0x452	0x00053cac	0	HISSTRLEN
0x454	0x00053cbc	0	HISSTRBUF
0x456	0x00053ccc	1	?ALLOC-BUF
0x45d	0x00053d08	0	OFF:
0x469	0x00053d6c	1	%GET
0x475	0x00053d8c	0	#GET:
0x47b	0x00053dc4	0	#TOTAL:
0x47d	0x00053de8	1	REDUCEHISSTR
0x48c	0x00053e78	1	"KILLDUP
0x49e	0x00053f48	0	"ADD:
0x4bf	0x00053fd8	0	GETNOANSI-LEN?
0x4c0	0x00053fe8	1	REMOVEANSI
0x4dc	0x00054104	1	X-REPLACE
0x4fc	0x0005427c	1	ALL-REPLACE
0x517	0x000543e8	1	ENG-ALL-REPLACE
0x532	0x00054554	0	WINCVDIR
0x534	0x00054658	1	GETMS
0x539	0x00054690	0	TIME-BIAS
0x53a	0x000546a0	1	GET-TIME-BIAS
0x542	0x0005472c	1	%">CLIPBOARD
0x558	0x00054848	1	">CLIPBOARD
0x563	0x000548bc	1	CLEARCLIPBOARD
0x57b	0x000549e8	1	CF_TEXT-CLIPBOARD-CONTAIN-'?'
0x590	0x00054ac0	1	,'
0x5a2	0x00054bd4	1	REMOVEHTML-&;
0x5ac	0x00054cac	1	REMOVEHTML
0x5ca	0x00054e24	1	PARAM-WIN-EXEC?
0x614	0x00055174	1	WIN-EXEC?
0x618	0x00055194	1	ENGTXT?
0x622	0x00055254	0	CVBIGFONT?
0x623	0x00055264	0	CVBIGBIGFONT?
0x625	0x00055274	0	LF
0x626	0x0005527c	0	$LF
0x629	0x00055284	1	"=DRIVE?
0x62f	0x000552d0	0	PNG-HEAD
0x630	0x000552dc	0	PCX-HEAD
