0x0004407b	10	記憶體不足
0x00044261	10	記憶體不足
0x00048113	17	無法載入或找不到 
0x000482ef	12	找不到函式: 
0x0004950e	14	按左鍵恢復視窗
0x0004b96a	8	新細明體
0x0004ddd6	8	新細明體
0x0004ebfe	31	並說明是在何種情況下產生此錯誤!
0x0005074f	24	要中斷執行中的DOS程式嗎?
0x00052b61	25	您要中斷正在進行的工作嗎?
0x00052b82	10	使用者中斷
0x00053af8	20	錯誤! 無法寫入註解檔
0x00054764	14	無法開啟剪貼薄
0x00054906	14	無法清除剪貼薄
0x00058f3a	10	記憶體不足
0x0005abfd	10	記憶體不足
0x0006c517	27	目的 目錄 已存在，要覆蓋嗎?
0x0006c53f	25	目的檔案已存在，要覆蓋嗎?
0x0006c59c	9	&N 不覆蓋
0x0006c5c4	11	&A 全部覆蓋
0x0006cd0f	12	連續編號改名
0x0006cdd0	11	編號起始值:
0x0006cdf8	11	&D 遞減編號
0x0006e891	8	開啟檔案
0x000726a5	12	檔案區的路徑
0x000726b3	20	檔區的路徑 (如: C:\)
0x00072747	25	檔區的名稱 (如: 備份一區)
0x000728ce	25	確定要刪除此檔區的定義嗎?
0x000775af	11	 上一層目錄
0x000788bd	12	Alt-E ; 註解
0x00078f17	8	Z 解壓縮
0x00079198	22	Alt-Z 製作(加入)壓縮檔
0x0007957b	25	Where 尋找 檔名/字串/註解
0x00079954	10	Space 標記
0x00079bd5	24	T 標記所有檔案(不含目錄)
0x00079e56	14	U 解除所有標記
0x0007a889	16	F11 全螢幕／恢復
0x0007ba3a	8	縮到最小
0x00080a9a	18	無法寫入英中對照檔
0x00080f65	16	編輯英文單字對照
0x00081132	8	無法存檔
0x000812bb	16	編輯英文單字例句
0x000813d3	14	存檔時發生錯誤
0x0008200e	14	無法寫入對照檔
0x0008213a	18	編輯國字發音及解釋
0x00082156	24	國字及解釋間須以空白隔開
0x0008225a	16	連續編輯國字注釋
0x000840d1	12	設定 Tabs 值
0x0008415d	16	錯誤，請輸入數字
0x00084213	9	 回主畫面
0x00084278	9	 刪除此檔
0x000842c1	9	 改變註解
0x0008435e	9	 編輯此檔
0x000843a5	9	 拷貝此檔
0x000843ec	9	 移動此檔
0x00084432	9	 改變檔名
0x00084801	9	 標記存檔
0x00084924	9	 解除檔記
0x00084998	18	F8 切換 中英文顯示
0x000849e1	20	&W)rap 切換 自動換行
0x00084a2c	22	Alt-M 切換行距 0 <-> 3
0x00084a83	8	設定行距
0x00084ac4	10	設定tabs值
0x00084aff	14	F11 切換全螢幕
0x00084b64	25	ANSI彩色文字顯示(&A切換) 
0x00084bbf	29	.c .ccp ... 以彩色顯示關鍵字?
0x00084c1e	15	顯示紅色游標線?
0x00084c6f	21	自動記錄上次觀看位置?
0x00084cb4	11	橫轉直顯示?
0x00084d01	29	一次尋找多個字串?(以空白隔開)
0x00084d4e	13	顯示字典視窗?
0x00084daf	17	顯示英文單字解釋?
0x00084df0	17	顯示中文注音解釋?
0x00084e39	12	&5顏色、字型
0x00084e67	10	使用細明體
0x00084ec6	10	使用標楷體
0x00084f41	8	黑底灰字
0x00084f86	8	黑底白字
0x00084fcb	10	黑底柔白字
0x00085012	8	黑底藍字
0x00085057	8	黑底黃字
0x0008509c	8	黑底橘字
0x000850fd	8	藍底白字
0x00085142	8	藍底灰字
0x00085187	8	藍底黃字
0x000851e8	8	灰底黑字
0x0008522d	8	灰底藍字
0x0008528e	8	白底黑字
0x000852d3	10	柔白底黑字
0x00085336	10	鵝黃底黑字
0x00085399	10	墨綠底白字
0x0008541a	9	 繁體中文
0x00085498	9	 簡體中文
0x00085848	9	 刪除此檔
0x00085891	9	 改變註解
0x0008592e	9	 編輯此檔
0x00085975	9	 拷貝此檔
0x000859bc	9	 移動此檔
0x00085a02	9	 改變檔名
0x00085abe	9	 標記存檔
0x00085be1	9	 解除檔記
0x00085d88	9	 自動換行
0x00085faa	9	 回主畫面
0x000863c5	9	 回主畫面
0x0008679e	24	BackSpace 看上一個文件檔
0x00086a1f	20	Enter 看下一個文件檔
0x00087079	25	Ctrl-C 複覆標記區至剪貼薄
0x000872ff	14	S 將標記區存檔
0x000876d8	10	D 刪除此檔
0x0008810b	12	Alt-E ; 註解
0x0008838c	19	Ctrl-E ; 標記轉註解
0x00088612	12	Alt-F F 尋找
0x00092564	10	記憶體不足
0x000926f7	8	新細明體
0x00092d8c	8	檔案結束
0x00092db0	8	紫偶賦旰
0x000944a9	12	(簡體轉繁體)
0x000944d9	16	(日文碼轉繁體碼)
0x0009685e	12	&C區分大小寫
0x000968c8	10	&R清除結果
0x00096b91	8	尋找字串
0x00096bd7	12	&C區分大小寫
0x00096c40	10	&S從頭尋找
0x00096fc9	19	錯誤! 無法讀取檔案!
0x00097125	12	請先標記區塊
0x00097509	8	標記存檔
0x00097513	15	請輸入存檔檔名:
0x00097532	21	&O 直接覆蓋已存在檔案
0x0009767d	12	請先標記區塊
0x0009772d	24	要存檔的目的檔案已存在: 
0x00097753	24	Append        附加在後面
0x00097777	14	Overwrite 覆蓋
0x00097793	18	Quit          取消
0x00097860	12	無法開啟檔案
0x00097963	12	無法寫入檔案
0x000979a1	12	無法關閉檔案
0x00097a07	12	請先標記區塊
0x00097b5f	12	移動游標位置
0x00097b72	18	請輸入要移到第幾行
0x00097c04	20	錯誤，請輸入數字才行
0x00097c91	12	設定顯示行距
0x00097ca6	13	請輸入0~100點
0x00097d9a	26	請輸出mime解碼欲存檔的路徑
0x00097dbe	8	輸入路徑
0x00097f41	18	轉換格式(另存新檔)
0x00097f5f	10	A 另存新檔
0x00097f77	26	U 轉成 UNIX 換行格式文字檔
0x00097f9f	22	Q 解開 QP 編碼(=AB=73)
0x00097fc3	28	G 簡體碼(GB) → 繁體碼(Big5)
0x00097feb	28	B 繁體碼(Big5) → 簡體碼(GB)
0x000980d1	12	選擇排序方向
0x00098164	14	請輸入目的檔名
0x000981ea	21	檔案已存在，要覆蓋嗎?
0x0009846c	12	存檔發生錯誤
0x00099128	17	解碼中.......... 
0x00099241	12	記錄看檔位置
0x00099296	20	回到上次記錄看檔位置
0x000996e3	19	錯誤! 無法讀取檔案!
0x000998b0	29	檔案大於 30mb ，仍舊要載入嗎?
0x0009ae8c	12	無法關閉檔案
0x0009b68a	12	編輯檔案註解
0x0009b6f4	12	&2尋找(位置)
0x0009bcf2	12	&5設定、顏色
0x0009bd20	8	設定行距
0x0009bdf2	14	Big5(繁體中文)
0x0009be3b	12	Gb(簡體中文)
0x0009be82	10	Sjis(日文)
0x0009bec7	11	Korea(韓文)
0x0009bf29	8	黑底灰字
0x0009bf6e	8	黑底藍字
0x0009bfb3	8	灰底黑字
0x0009bff8	8	藍底灰字
0x0009c03d	8	藍底白字
0x0009c082	8	白底黑字
0x0009c944	16	讀取檔案發生錯誤
0x0009cb08	28	錯誤! 存檔發生錯誤(例如防寫)
0x0009cb9e	10	記憶體不足
0x0009d241	12	Esc 回主畫面
0x0009d9f3	11	Ctrl-F 尋找
0x0009e711	9	 16進位: 
0x0009e758	12	H   10進位: 
0x0009ebd1	10	請按 Alt-K
0x0009ee00	12	標記數值= 0x
0x0009efcc	10	標記數量= 
0x0009f09b	10	數值換轉: 
0x000a1c61	12	設定顯示行距
0x000a1c76	13	請輸入0~100點
0x000a2968	29	檔案已修改，要先存檔才離開嗎?
0x000a298e	8	離開檔案
0x000a29fa	8	存檔錯誤
0x000a2ab2	8	存檔錯誤
0x000a2bfb	12	超過檔案長度
0x000a2d0e	12	移動游標位置
0x000a2db4	20	錯誤，請輸入數字才行
0x000a3463	26	請先輸入尋找字串，才能續找
0x000a3632	16	找不到相符的字串
0x000a375f	16	請先尋找才能取代
0x000a3973	16	個字串被取代完成
0x000a3c5b	14	尋找/取代 字串
0x000a3ccc	12	&C區分大小寫
0x000a3cf8	30	&H輸入16進位數值(如: AB 4F 75)
0x000a3d6e	10	&S從頭尋找
0x000a3e04	10	&A全部取代
0x000a3e2c	9	尋找字串:
0x000a3e54	9	取代字串:
0x000a4929	12	請先標記區塊
0x000a4b02	12	請先標記區塊
